HP-AP	H5LP - A5LP	FF	MHScored	MHSkipped	MAScored	MASkipped	R
10	6	0.26666666666666666	1.4444444444444444	1.2777777777777777	1.1666666666666667	1.6666666666666667	1
-8	-4	0.2	0.7777777777777778	1.0	1.1111111111111112	0.9444444444444444	0
-5	-2	0.1222222222222222	0.9444444444444444	1.5	1.1111111111111112	1.3888888888888888	-1
-12	-8	-0.36666666666666664	1.2777777777777777	1.1111111111111112	1.2777777777777777	1.1111111111111112	-1
-9	0	0.0	1.1111111111111112	2.0555555555555554	1.0555555555555556	1.3888888888888888	1
-17	0	-0.19999999999999998	0.7222222222222222	1.6111111111111112	1.1666666666666667	0.7777777777777778	0
0	2	0.26666666666666666	1.8333333333333333	0.6666666666666666	1.6666666666666667	0.9444444444444444	1
-3	-10	0.16666666666666669	1.3333333333333333	0.7222222222222222	1.6666666666666667	1.5	-1
-17	-8	0.0	1.0526315789473684	1.4736842105263157	1.894736842105263	0.631578947368421	-1
-11	-4	-0.16666666666666669	1.105263157894737	1.5263157894736843	1.5263157894736843	1.263157894736842	-1
11	1	0.5555555555555556	1.368421052631579	2.1578947368421053	0.7894736842105263	1.736842105263158	1
16	-1	0.3333333333333333	1.105263157894737	0.7368421052631579	1.0526315789473684	1.9473684210526316	0
3	-1	0.2555555555555556	1.263157894736842	0.9473684210526315	1.5263157894736843	1.263157894736842	1
12	7	0.5	1.6842105263157894	1.5263157894736843	0.8421052631578947	1.0526315789473684	0
9	0	0.6888888888888889	1.736842105263158	0.8947368421052632	1.368421052631579	1.368421052631579	1
11	8	0.33333333333333337	1.263157894736842	1.0526315789473684	1.263157894736842	0.7368421052631579	1
10	3	0.2	1.3157894736842106	1.0526315789473684	0.8947368421052632	1.5263157894736843	1
10	1	0.3	1.631578947368421	1.263157894736842	1.1578947368421053	1.6842105263157894	1
17	6	0.3636363636363636	1.8	0.6	1.05	1.45	0
1	-2	0.15454545454545454	1.3	0.8	1.35	1.1	0
-5	-3	0.018181818181818188	1.1	1.7	1.1	1.4	-1
-2	2	0.2	1.55	1.2	1.6	1.55	1
-18	-5	-0.09090909090909091	0.85	1.75	1.3	1.0	0
0	0	0.13636363636363635	1.45	1.3	1.15	0.7	-1
-28	-3	-0.2181818181818182	1.05	1.95	1.75	0.9	-1
3	6	0.43636363636363634	1.55	1.3	1.55	1.45	1
-6	-4	0.18181818181818182	0.85	1.1	1.4	2.1	-1
-19	-6	-0.33636363636363636	1.0	1.5	1.25	1.15	1
22	6	0.4545454545454546	1.6666666666666667	0.8571428571428571	1.0476190476190477	1.619047619047619	0
-7	-2	0.11818181818181817	1.0476190476190477	1.4285714285714286	1.5238095238095237	1.4285714285714286	0
-7	2	0.2	1.0476190476190477	1.380952380952381	1.2857142857142858	0.7619047619047619	-1
21	3	0.5454545454545454	1.6666666666666667	1.5714285714285714	1.0952380952380953	2.0	1
12	3	0.32727272727272727	1.3333333333333333	1.1904761904761905	1.5714285714285714	1.2857142857142858	1
3	4	0.36363636363636365	1.0	1.4285714285714286	0.8095238095238095	1.0952380952380953	1
18	5	0.45454545454545453	1.380952380952381	1.0952380952380953	0.8571428571428571	1.7619047619047619	1
-10	-3	-0.045454545454545414	1.3333333333333333	2.0952380952380953	1.4761904761904763	1.2380952380952381	-1
-10	-5	-0.3	1.0952380952380953	0.7142857142857143	1.7619047619047619	0.5714285714285714	-1
-5	-4	0.3	1.2380952380952381	1.0476190476190477	1.5714285714285714	1.2380952380952381	-1
-15	-6	0.09090909090909088	1.4545454545454546	1.4545454545454546	1.6818181818181819	0.8181818181818182	-1
-3	-1	0.015151515151515166	1.0454545454545454	1.5909090909090908	1.0454545454545454	1.4090909090909092	0
10	0	0.3636363636363636	1.5909090909090908	1.2272727272727273	0.9545454545454546	1.4545454545454546	1
-19	0	-0.10606060606060605	0.9090909090909091	1.7272727272727273	1.6363636363636365	1.5909090909090908	1
-11	-6	0.06060606060606061	0.8181818181818182	1.0909090909090908	1.3636363636363635	1.0909090909090908	0
-6	0	-0.12878787878787884	1.5	1.2727272727272727	1.3636363636363635	1.2272727272727273	0
-8	1	0.08333333333333334	1.1363636363636365	1.9545454545454546	1.0454545454545454	1.4090909090909092	1
0	-1	0.16666666666666669	1.5	1.2272727272727273	1.0909090909090908	0.6818181818181818	-1
15	6	0.41666666666666674	1.7272727272727273	0.5454545454545454	1.1818181818181819	1.0454545454545454	1
9	1	0.33333333333333337	1.3636363636363635	0.7272727272727273	1.2727272727272727	2.1363636363636362	1
-17	-5	-0.21969696969696967	1.3043478260869565	1.2173913043478262	1.826086956521739	0.5217391304347826	-1
4	1	0.20454545454545453	1.2173913043478262	2.0434782608695654	1.0	1.5217391304347827	0
8	8	0.196969696969697	1.1304347826086956	0.6521739130434783	1.391304347826087	1.4782608695652173	1
-14	-6	0.18181818181818182	1.0	1.434782608695652	1.5217391304347827	1.173913043478261	-1
14	-2	0.45454545454545453	1.173913043478261	1.0434782608695652	1.1304347826086956	1.9130434782608696	0
-2	-1	0.0	1.6521739130434783	1.608695652173913	1.5217391304347827	1.3043478260869565	0
-15	-4	-0.03030303030303033	0.9565217391304348	1.4782608695652173	1.391304347826087	0.7391304347826086	-1
-18	-1	-0.05303030303030304	1.1304347826086956	1.391304347826087	1.6521739130434783	0.9130434782608695	1
24	-3	0.4545454545454545	1.3043478260869565	1.2173913043478262	0.9130434782608695	1.6521739130434783	-1
15	8	0.5833333333333334	1.6521739130434783	1.2173913043478262	0.8260869565217391	1.173913043478261	1
25	11	0.46153846153846156	1.875	0.5416666666666666	1.2083333333333333	2.0833333333333335	1
-8	2	0.03205128205128205	1.125	1.3333333333333333	1.0833333333333333	0.6666666666666666	1
-5	2	0.07051282051282053	0.9166666666666666	1.6666666666666667	0.875	1.1666666666666667	-1
3	2	0.28846153846153844	1.5	1.1666666666666667	1.625	1.5833333333333333	0
5	6	0.28846153846153844	1.5	0.75	1.625	1.3333333333333333	1
-5	1	0.06410256410256412	1.0833333333333333	1.8333333333333333	0.9166666666666666	1.4166666666666667	0
9	4	0.4294871794871795	1.4166666666666667	1.4583333333333333	1.0	1.4583333333333333	1
-20	-1	-0.3717948717948718	1.0	1.5	1.2916666666666667	1.2083333333333333	0
11	0	0.43589743589743585	1.625	1.0	1.25	1.0416666666666667	-1
9	4	0.25	1.5416666666666667	1.25	1.25	1.25	1
-3	2	0.038461538461538436	1.28	1.0	1.48	1.28	1
-16	-6	0.08333333333333337	1.16	2.04	1.48	1.12	-1
-6	-7	0.26282051282051283	1.0	1.44	1.12	1.32	0
16	2	0.30769230769230765	1.64	1.56	1.0	1.52	1
13	2	0.4294871794871795	1.28	1.16	1.36	1.44	1
20	3	0.532051282051282	1.6	1.28	0.88	1.64	1
13	-4	0.38461538461538464	1.28	1.28	1.12	1.84	0
-10	0	-0.12820512820512825	1.04	0.8	1.72	0.96	-1
-17	-5	-0.025641025641025605	0.88	1.16	1.48	0.76	0
-25	-5	-0.19871794871794873	1.0	1.44	1.88	0.64	1
21	6	0.49450549450549447	1.5	1.0769230769230769	0.8461538461538461	1.1923076923076923	1
-9	-3	0.09890109890109894	1.1153846153846154	1.3846153846153846	1.3461538461538463	1.0	-1
-18	-7	-0.15384615384615385	0.9615384615384616	1.5	1.5769230769230769	1.2307692307692308	-1
-26	-7	-0.2417582417582418	0.8461538461538461	1.6923076923076923	1.5384615384615385	0.7307692307692307	-1
14	0	0.3076923076923077	1.5	1.3076923076923077	1.0384615384615385	1.4615384615384615	0
-7	2	0.07142857142857142	1.0769230769230769	1.7692307692307692	1.1153846153846154	1.9615384615384615	0
1	2	0.30769230769230765	1.3076923076923077	1.3846153846153846	1.2307692307692308	1.2307692307692308	0
10	-1	0.09340659340659344	1.0	0.8461538461538461	1.0384615384615385	1.3846153846153846	-1
12	1	0.4615384615384615	1.7692307692307692	0.9615384615384616	1.6153846153846154	1.6153846153846154	1
8	5	0.1428571428571429	1.8846153846153846	0.6153846153846154	1.2307692307692308	1.1923076923076923	1
3	5	0.21428571428571436	1.5925925925925926	1.1851851851851851	1.4444444444444444	1.3333333333333333	1
-1	0	0.3186813186813187	1.1111111111111112	1.8888888888888888	1.0740740740740742	1.3703703703703705	1
5	0	0.35714285714285715	1.5925925925925926	1.5925925925925926	1.2962962962962963	1.3703703703703705	0
-27	1	-0.18131868131868129	0.8518518518518519	1.1481481481481481	1.8148148148148149	0.6296296296296297	1
6	2	0.2032967032967033	1.037037037037037	1.4814814814814814	0.8888888888888888	1.6666666666666667	-1
2	3	0.2637362637362637	1.6296296296296295	0.7037037037037037	1.4444444444444444	1.1851851851851851	1
10	1	0.14285714285714288	1.1851851851851851	1.1851851851851851	0.9259259259259259	1.4444444444444444	0
-23	-2	-0.04395604395604391	1.037037037037037	1.3703703703703705	1.7407407407407407	0.9629629629629629	0
5	12	0.18131868131868129	1.3703703703703705	1.0	1.0	0.8888888888888888	1
29	4	0.6153846153846154	1.2592592592592593	1.1851851851851851	1.0740740740740742	1.7777777777777777	1
-6	-6	0.0714285714285714	1.4642857142857142	1.3571428571428572	1.6428571428571428	0.75	0
-6	0	0.21428571428571427	1.0714285714285714	1.3214285714285714	1.5357142857142858	1.5714285714285714	1
-8	-1	0.07142857142857145	1.0	1.3571428571428572	1.1785714285714286	1.1428571428571428	-1
0	0	0.07142857142857142	1.0714285714285714	1.4285714285714286	1.0357142857142858	1.6071428571428572	1
36	3	0.5238095238095237	1.8214285714285714	0.6428571428571429	0.8928571428571429	1.6785714285714286	1
-4	1	0.19523809523809524	1.1785714285714286	1.7857142857142858	0.8928571428571429	1.25	1
-11	-10	0.16666666666666669	1.2857142857142858	1.4285714285714286	1.4285714285714286	1.0	-1
11	-1	0.22380952380952382	1.0	0.8571428571428571	1.0714285714285714	1.8571428571428572	1
3	1	0.17619047619047623	1.6785714285714286	0.9285714285714286	1.2142857142857142	1.1428571428571428	0
4	0	0.3142857142857143	1.4642857142857142	1.1428571428571428	1.5357142857142858	1.2142857142857142	1
16	1	0.4380952380952381	1.1724137931034482	1.103448275862069	1.0344827586206897	1.2758620689655173	0
-20	2	0.09999999999999998	1.1724137931034482	1.8275862068965518	1.6551724137931034	1.0344827586206897	1
16	2	0.23333333333333334	1.4137931034482758	1.0344827586206897	1.103448275862069	1.4137931034482758	-1
14	0	0.3333333333333333	1.6206896551724137	1.5172413793103448	0.9655172413793104	1.4482758620689655	1
21	2	0.6	1.5172413793103448	1.206896551724138	1.1724137931034482	1.7586206896551724	0
-12	4	0.0	0.896551724137931	1.206896551724138	1.4137931034482758	1.3448275862068966	1
-8	-1	0.19999999999999998	1.0344827586206897	1.5862068965517242	1.2758620689655173	1.4137931034482758	0
-24	0	-0.08571428571428569	0.896551724137931	1.6206896551724137	1.4137931034482758	1.1379310344827587	1
-9	1	0.033333333333333326	1.6551724137931034	0.7931034482758621	1.8275862068965518	0.6896551724137931	0
-4	2	0.0	1.1379310344827587	1.103448275862069	0.9655172413793104	0.8275862068965517	0
16	3	0.42083333333333334	1.8	0.6666666666666666	1.4666666666666666	1.2	1
-6	-4	0.06666666666666671	1.0666666666666667	1.3333333333333333	1.2	1.1333333333333333	-1
-1	0	0.1333333333333333	0.9666666666666667	0.8333333333333334	1.6	1.5	0
0	1	0.13333333333333336	1.1333333333333333	1.4333333333333333	0.9333333333333333	1.2333333333333334	0
15	-8	0.2	1.3666666666666667	1.3666666666666667	0.9333333333333333	1.5666666666666667	-1
-25	-1	-0.08333333333333331	1.2	1.7666666666666666	1.6666666666666667	0.8333333333333334	0
0	-7	0.2791666666666667	1.3333333333333333	1.5	1.2666666666666666	1.8666666666666667	-1
-20	-8	-0.041666666666666685	0.9666666666666667	1.4666666666666666	1.4333333333333333	1.0333333333333334	-1
22	-2	0.39999999999999997	1.6333333333333333	1.0666666666666667	1.0666666666666667	1.5666666666666667	-1
-6	-5	0.0625	1.3666666666666667	1.1333333333333333	1.1666666666666667	1.0666666666666667	-1
14	3	0.2875	1.1612903225806452	1.032258064516129	0.9354838709677419	0.8387096774193549	1
10	9	0.3458333333333333	1.3548387096774193	1.8064516129032258	0.9354838709677419	1.5483870967741935	1
12	3	0.5	1.5161290322580645	1.1935483870967742	1.3225806451612903	1.5483870967741935	1
5	4	0.25	0.9354838709677419	1.5161290322580645	1.1612903225806452	1.7419354838709677	1
-22	-9	-0.15833333333333333	1.3225806451612903	1.3870967741935485	1.8064516129032258	0.6451612903225806	-1
-4	0	0.1875	1.032258064516129	1.5161290322580645	1.032258064516129	1.2903225806451613	0
-10	1	-0.020833333333333315	1.2580645161290323	1.2258064516129032	1.4516129032258065	1.1935483870967742	-1
8	5	0.3458333333333333	1.5483870967741935	1.0	1.5483870967741935	1.6129032258064515	1
-19	6	0.0625	0.9354838709677419	1.1935483870967742	1.5806451612903225	1.064516129032258	1
22	-1	0.3125	1.6451612903225807	0.8064516129032258	1.096774193548387	1.4193548387096775	1
-17	-4	0.125	1.28125	1.5	1.59375	0.78125	0
6	-7	0.1875	1.03125	1.28125	0.9375	1.5	0
-2	1	0.125	1.03125	0.875	1.53125	1.28125	1
-8	-10	0.1875	0.90625	1.5625	0.96875	1.15625	-1
-8	7	-0.125	1.1875	1.4375	1.34375	1.46875	1
8	-2	0.38602941176470584	1.625	1.59375	1.34375	1.875	1
-42	-8	-0.3272058823529412	1.125	1.71875	1.78125	0.625	-1
-5	-1	0.02941176470588236	1.5	0.96875	1.125	1.0	0
15	-1	0.3125	1.625	1.0625	1.25	1.28125	1
22	1	0.4007352941176471	1.5	1.15625	1.0	1.5625	1
-11	-3	0.17647058823529416	1.5151515151515151	1.303030303030303	1.6363636363636365	1.0606060606060606	-1
32	10	0.44852941176470584	1.121212121212121	0.9696969696969697	0.8787878787878788	1.5454545454545454	1
-17	-4	0.08823529411764708	1.3333333333333333	1.878787878787879	1.5151515151515151	0.9696969696969697	-1
0	6	0.05882352941176472	1.0	1.4848484848484849	1.1818181818181819	1.4848484848484849	1
16	6	0.3933823529411765	1.8181818181818181	0.6060606060606061	1.4545454545454546	1.2121212121212122	1
-3	3	0.2352941176470588	0.9393939393939394	1.1515151515151516	1.2727272727272727	1.4545454545454546	-1
-14	0	0.0	1.0303030303030303	1.5757575757575757	1.0606060606060606	0.9090909090909091	0
-9	-4	0.05882352941176472	1.2121212121212122	1.2727272727272727	1.606060606060606	1.5454545454545454	-1
14	-4	0.29044117647058826	1.3333333333333333	1.4848484848484849	1.1515151515151516	1.696969696969697	-1
20	6	0.47058823529411764	1.6666666666666667	0.8181818181818182	1.0606060606060606	1.3636363636363635	1
23	5	0.2941176470588235	1.5588235294117647	1.0294117647058822	1.088235294117647	1.6176470588235294	0
-8	2	0.1764705882352941	1.088235294117647	1.3529411764705883	1.5	1.3235294117647058	1
-2	3	0.1764705882352941	1.2941176470588236	1.8235294117647058	1.1764705882352942	1.2352941176470589	0
10	-2	0.23529411764705885	1.0294117647058822	0.8823529411764706	0.9117647058823529	1.1176470588235294	0
-16	-3	-0.11764705882352938	0.8529411764705882	1.5588235294117647	1.3529411764705883	1.4411764705882353	-1
-14	-4	0.02941176470588236	1.5588235294117647	1.5294117647058822	1.1176470588235294	0.9411764705882353	-1
6	-3	0.2352941176470588	1.2352941176470589	1.411764705882353	0.9705882352941176	1.4411764705882353	0
-39	-9	-0.35294117647058826	1.1470588235294117	1.4705882352941178	1.7941176470588236	0.5882352941176471	-1
2	-1	0.29411764705882354	1.6176470588235294	1.0588235294117647	1.6470588235294117	0.8235294117647058	0
29	6	0.5522875816993464	1.5	1.2058823529411764	1.1470588235294117	1.7352941176470589	1
10	0	0.2777777777777778	1.6	0.8	1.0	0.8571428571428571	0
27	9	0.48039215686274517	1.1428571428571428	0.9428571428571428	1.2857142857142858	1.8285714285714285	1
22	3	0.44444444444444453	1.5142857142857142	1.3142857142857143	0.8571428571428571	1.5714285714285714	1
-2	0	0.2777777777777778	0.9142857142857143	1.1142857142857143	1.0857142857142856	1.3428571428571427	0
-13	-1	0.1111111111111111	1.0857142857142856	1.5714285714285714	1.5142857142857142	1.5142857142857142	1
-12	-1	-0.05555555555555558	1.2571428571428571	1.2571428571428571	1.5714285714285714	1.1142857142857143	1
-3	3	0.05555555555555558	1.1428571428571428	1.6857142857142857	1.1142857142857143	1.457142857142857	1
-28	-5	-0.16666666666666663	0.9428571428571428	1.4857142857142858	1.6571428571428573	1.0285714285714285	-1
32	4	0.5	1.7714285714285714	0.6	1.2285714285714286	1.4	0
-15	-6	-0.019607843137254943	1.3142857142857143	1.4857142857142858	1.542857142857143	1.1714285714285715	-1
21	5	0.3888888888888889	1.6111111111111112	1.0833333333333333	0.8888888888888888	1.1666666666666667	1
7	-5	0.2777777777777778	1.0555555555555556	1.3333333333333333	1.1388888888888888	1.6388888888888888	-1
-8	1	0.2777777777777778	1.3333333333333333	1.8055555555555556	1.5	1.3611111111111112	1
17	2	0.22222222222222224	1.0555555555555556	0.8888888888888888	0.9722222222222222	1.5277777777777777	1
-11	-8	0.05555555555555558	0.8333333333333334	1.5833333333333333	1.1111111111111112	1.5277777777777777	-1
25	8	0.38888888888888884	1.1666666666666667	0.9444444444444444	1.25	1.2777777777777777	1
0	5	0.055555555555555525	1.3055555555555556	1.3888888888888888	1.3055555555555556	1.5555555555555556	1
-23	-3	-0.055555555555555525	1.1944444444444444	1.4166666666666667	1.5	1.25	1
-6	1	0.2777777777777778	1.5555555555555556	1.5	1.5833333333333333	0.8611111111111112	1
-14	-3	-0.05555555555555558	1.6111111111111112	1.0277777777777777	1.75	0.5833333333333334	-1
-5	1	0.15789473684210525	1.2162162162162162	1.3783783783783783	1.2702702702702702	1.4054054054054055	1
-9	-1	0.21052631578947373	1.4594594594594594	1.3243243243243243	1.5675675675675675	1.054054054054054	0
-11	-6	0.05263157894736842	0.972972972972973	1.5405405405405406	1.3513513513513513	1.7837837837837838	-1
51	10	0.5263157894736843	1.7837837837837838	0.5945945945945946	0.8378378378378378	1.6216216216216217	1
-11	2	0.21052631578947367	0.8918918918918919	1.135135135135135	1.5135135135135136	1.4864864864864864	1
4	-1	0.21052631578947367	1.2972972972972974	1.5405405405405406	1.054054054054054	1.3243243243243243	0
-8	0	0.0	1.1081081081081081	1.5405405405405406	1.2702702702702702	1.2702702702702702	-1
-8	-4	0.10526315789473689	1.5945945945945945	0.8378378378378378	1.135135135135135	0.972972972972973	1
-15	4	0.05263157894736842	1.135135135135135	1.5945945945945945	1.027027027027027	0.8918918918918919	1
-3	2	0.1578947368421053	1.4864864864864864	1.2432432432432432	1.5945945945945945	1.027027027027027	0
-22	-5	0.0	1.0263157894736843	1.3421052631578947	1.5	1.2105263157894737	-1
6	0	0.2631578947368421	1.3157894736842106	1.736842105263158	1.0789473684210527	1.5	0
15	1	0.21052631578947367	1.0526315789473684	0.8947368421052632	1.2105263157894737	1.394736842105263	1
-9	-3	0.05263157894736842	0.8421052631578947	1.631578947368421	1.0	1.5263157894736843	-1
-1	0	0.21052631578947367	1.5526315789473684	1.0526315789473684	1.5789473684210527	0.8421052631578947	0
-30	-7	-0.10526315789473684	1.5	1.5263157894736843	1.8157894736842106	0.6052631578947368	-1
21	6	0.21052631578947373	1.605263157894737	1.0	1.263157894736842	1.5526315789473684	1
28	2	0.5263157894736842	1.105263157894737	0.9473684210526315	0.868421052631579	1.105263157894737	0
-1	5	0.15789473684210525	1.2894736842105263	1.236842105263158	1.4210526315789473	1.3421052631578947	1
11	-2	0.3684210526315789	1.2894736842105263	1.394736842105263	1.131578947368421	1.605263157894737	1
-3	-3	-1.0	0.0	2.0	2.0	0.0	-1
0	0	0.0	2.0	2.0	2.0	2.0	0
3	3	1.0	1.0	0.0	0.0	1.0	1
0	0	0.0	2.0	2.0	2.0	2.0	0
3	3	1.0	3.0	1.0	1.0	3.0	1
0	0	0.0	1.0	1.0	1.0	1.0	0
-3	-3	-1.0	1.0	3.0	3.0	1.0	-1
-3	-3	-1.0	0.0	1.0	1.0	0.0	-1
-3	-3	-1.0	1.0	2.0	2.0	1.0	-1
-3	-3	-1.0	1.0	5.0	5.0	1.0	-1
3	3	0.0	1.0	0.5	1.0	1.5	0
3	3	0.0	2.0	1.0	0.5	1.5	0
3	3	0.0	3.0	1.0	0.5	1.0	0
-5	-5	-1.0	1.5	2.0	1.5	0.5	-1
5	5	1.0	1.5	0.5	0.5	1.0	1
6	6	1.0	2.0	0.0	0.5	3.5	1
-1	-1	0.0	0.0	0.5	1.0	1.0	0
-1	-1	0.0	1.5	2.5	2.0	2.0	0
4	4	1.0	1.5	1.0	0.5	2.0	1
-5	-5	-1.0	0.5	1.0	2.0	0.5	-1
-3	-3	0.0	0.6666666666666666	1.3333333333333333	1.3333333333333333	1.0	0
0	0	0.0	1.0	1.3333333333333333	1.3333333333333333	2.0	0
-2	-2	-0.5	1.0	1.0	1.6666666666666667	1.0	0
2	2	0.0	1.3333333333333333	1.0	1.0	1.0	-1
-1	-1	0.0	1.0	2.3333333333333335	0.6666666666666666	1.0	1
-6	-6	-0.5	0.6666666666666666	1.6666666666666667	1.6666666666666667	0.3333333333333333	0
-4	-4	-0.5	1.3333333333333333	1.3333333333333333	1.0	0.3333333333333333	0
5	5	0.5	2.6666666666666665	0.3333333333333333	2.0	2.0	1
-3	-3	-0.5	0.6666666666666666	1.3333333333333333	1.6666666666666667	1.6666666666666667	-1
3	3	0.5	1.0	1.0	0.3333333333333333	1.0	1
3	3	0.5	2.0	1.75	0.75	2.0	1
-1	-1	0.0	1.0	1.0	1.0	1.75	-1
6	6	0.5	1.0	1.0	0.75	1.5	1
-1	-1	0.0	1.75	1.0	2.25	0.75	1
-2	-2	0.0	0.5	1.25	0.75	0.75	0
-4	-4	-0.5	0.5	1.25	1.25	1.25	-1
4	4	0.5	1.5	1.25	1.5	1.75	1
1	1	0.0	2.25	2.0	1.5	1.5	1
0	0	0.16666666666666669	1.75	1.5	1.0	0.75	1
0	0	0.0	1.5	1.0	1.5	1.0	-1
4	4	0.3333333333333333	1.2	1.8	0.6	1.6	1
0	0	0.0	1.0	1.0	0.8	0.8	0
-4	-4	-0.3333333333333333	1.2	1.4	1.4	0.8	-1
-5	-5	-0.3333333333333333	1.0	1.8	1.8	1.0	-1
-7	-7	-0.6666666666666666	1.2	1.6	2.0	1.6	-1
0	0	0.0	1.6	1.4	1.0	1.0	0
-3	-3	-0.16666666666666663	1.0	1.2	1.8	1.2	-1
10	10	1.0	2.0	0.6	0.4	1.2	1
-4	-4	0.0	0.6	1.2	1.6	1.4	0
6	6	0.6666666666666666	1.4	0.8	0.6	0.8	1
0	5	0.0	1.5	1.3333333333333333	1.1666666666666667	1.3333333333333333	0
-8	-4	-0.3333333333333333	0.8333333333333334	1.0	2.0	0.8333333333333334	0
2	2	0.0	1.8333333333333333	1.3333333333333333	1.6666666666666667	1.5	0
4	6	0.41666666666666663	1.3333333333333333	0.8333333333333334	0.8333333333333334	1.5	1
0	1	0.25	0.8333333333333334	1.0	1.0	2.0	1
7	2	0.3333333333333333	1.6666666666666667	1.0	1.1666666666666667	1.3333333333333333	1
-2	-3	0.0	1.1666666666666667	1.3333333333333333	0.8333333333333334	2.1666666666666665	1
-4	-7	0.0	1.0	1.0	1.5	1.0	0
11	9	0.6666666666666666	1.8333333333333333	0.8333333333333334	1.0	1.6666666666666667	1
8	5	0.3333333333333333	1.8333333333333333	1.5	0.6666666666666666	1.1666666666666667	0
-5	-3	-0.5	1.1428571428571428	1.2857142857142858	1.7142857142857142	1.2857142857142858	0
-11	-4	-0.25	1.0	2.142857142857143	2.142857142857143	0.8571428571428571	-1
-4	-5	0.0	1.1428571428571428	1.1428571428571428	1.5714285714285714	0.8571428571428571	1
4	4	0.5	0.8571428571428571	1.8571428571428572	0.7142857142857143	1.0	1
4	2	0.5	1.2857142857142858	0.8571428571428571	1.4285714285714286	1.2857142857142858	0
-1	1	0.25	1.1428571428571428	1.4285714285714286	0.8571428571428571	1.1428571428571428	1
-1	-1	0.0	0.7142857142857143	1.1428571428571428	1.1428571428571428	1.2857142857142858	0
9	6	0.75	1.5714285714285714	1.0	0.8571428571428571	1.1428571428571428	1
-5	-5	-0.5	1.7142857142857142	2.142857142857143	2.4285714285714284	1.5714285714285714	-1
-6	-6	-0.16666666666666669	0.8571428571428571	1.4285714285714286	1.5714285714285714	1.0	0
-6	-5	-0.25	1.0	1.5	1.5	1.25	-1
0	0	0.0	1.625	1.25	1.25	0.875	0
10	7	0.5	1.75	0.875	1.125	1.5	1
-1	-3	0.25	1.875	1.125	1.75	0.875	-1
-4	0	-0.04999999999999999	0.875	1.125	0.875	1.75	0
13	7	0.75	1.5	0.875	0.625	1.125	1
-1	1	0.25	1.125	1.25	1.125	1.375	0
2	4	0.25	1.75	1.25	1.625	2.375	1
0	-2	0.0	0.75	1.0	1.0	2.0	0
6	6	0.04999999999999999	2.25	1.5	0.875	1.375	0
-9	-3	-0.4	1.2222222222222223	1.5555555555555556	1.8888888888888888	1.2222222222222223	0
7	3	0.4	1.4444444444444444	1.2222222222222223	0.8888888888888888	1.1111111111111112	0
4	3	0.4	0.8888888888888888	1.6666666666666667	1.0	1.8888888888888888	0
10	3	0.6	1.3333333333333333	0.7777777777777778	1.0	1.3333333333333333	1
-3	1	0.0	0.6666666666666666	1.1111111111111112	1.0	1.4444444444444444	0
-5	-3	0.0	1.7777777777777777	2.111111111111111	1.3333333333333333	1.1111111111111112	1
-2	-3	0.25	0.8888888888888888	1.3333333333333333	1.6666666666666667	1.2222222222222223	0
1	1	-0.19999999999999996	1.6666666666666667	1.1111111111111112	2.0	1.5555555555555556	1
1	2	0.2	1.1111111111111112	1.3333333333333333	0.7777777777777778	1.0	0
3	4	0.4	1.7777777777777777	0.7777777777777778	1.5555555555555556	1.0	1
-7	-3	-0.19999999999999996	1.6	1.4	1.8	1.1	-1
-7	-5	-0.4	0.8	1.0	1.4	1.2	0
-5	-5	-0.1333333333333333	1.0	1.5	1.0	1.3	-1
15	4	0.8	1.7	1.0	0.7	1.3	1
9	2	0.6000000000000001	2.2	1.4	1.1	2.0	1
2	3	0.1333333333333333	1.1	1.0	1.1	1.7	1
9	-1	0.6	1.2	1.0	1.0	1.2	0
-16	-10	-0.39999999999999997	1.0	2.0	1.9	0.8	-1
2	2	0.2	2.0	1.4	1.2	0.9	1
-3	2	0.2	1.2	1.2	1.6	2.2	1
0	-2	0.0	1.0909090909090908	1.6363636363636365	0.8181818181818182	1.0	0
-8	-2	-0.16666666666666669	1.3636363636363635	1.3636363636363635	2.272727272727273	1.3636363636363635	-1
-2	0	0.16666666666666669	1.0909090909090908	0.8181818181818182	1.0909090909090908	0.9090909090909091	0
5	4	0.3333333333333333	1.0909090909090908	1.0909090909090908	0.9090909090909091	2.0	1
-2	-1	0.16666666666666666	0.7272727272727273	1.1818181818181819	1.0	1.0	1
4	2	0.3333333333333333	1.5454545454545454	2.090909090909091	1.0	1.4545454545454546	0
7	4	0.4	1.0	1.1818181818181819	1.0909090909090908	1.1818181818181819	1
-9	-3	-0.3333333333333333	1.4545454545454546	1.3636363636363635	1.9090909090909092	1.2727272727272727	-1
2	4	0.16666666666666669	1.9090909090909092	1.0909090909090908	1.6363636363636365	1.1818181818181819	1
15	10	0.6666666666666667	1.9090909090909092	0.7272727272727273	1.0	2.0	1
-5	-4	-0.16666666666666666	0.8333333333333334	2.0	1.1666666666666667	1.5	-1
-5	2	0.0	1.0	1.0	1.0833333333333333	1.0	1
-4	-7	0.16666666666666666	1.0833333333333333	2.0833333333333335	1.25	1.1666666666666667	-1
0	4	0.3333333333333333	1.1666666666666667	1.4166666666666667	1.4166666666666667	1.5	1
7	-1	0.5476190476190477	1.6666666666666667	1.0833333333333333	0.9166666666666666	1.25	1
18	6	0.8333333333333334	2.25	1.25	0.6666666666666666	1.25	1
