HP-AP	H5LP - A5LP	FF	MHScored	MHSkipped	MAScored	MASkipped	R
15	-6	0.26666666666666666	0.9	1.2666666666666666	0.8666666666666667	1.9666666666666666	-1
22	2	0.6041666666666666	1.7666666666666666	1.4333333333333333	1.0333333333333334	1.6666666666666667	1
-20	-7	-0.04583333333333328	1.7096774193548387	1.096774193548387	2.225806451612903	0.7096774193548387	-1
-14	-3	-0.125	1.096774193548387	1.4193548387096775	1.7741935483870968	1.4838709677419355	1
-35	-8	-0.1875	1.096774193548387	1.1612903225806452	2.870967741935484	0.8064516129032258	-1
40	-1	0.6166666666666667	2.774193548387097	1.032258064516129	1.096774193548387	2.193548387096774	1
-20	-6	0.08333333333333331	0.8387096774193549	1.6774193548387097	1.7419354838709677	1.4193548387096775	0
9	0	0.23333333333333334	1.4193548387096775	1.4516129032258065	0.9354838709677419	1.5483870967741935	-1
0	0	0.14583333333333331	1.032258064516129	1.6129032258064515	1.064516129032258	1.8709677419354838	1
17	2	0.3041666666666667	1.6451612903225807	1.1935483870967742	0.8064516129032258	1.3548387096774193	0
-13	-2	0.0	0.8709677419354839	1.967741935483871	1.0	1.2580645161290323	-1
-6	0	0.0625	0.9032258064516129	1.3548387096774193	0.9354838709677419	1.2258064516129032	-1
-3	0	0.07720588235294118	1.0625	1.875	0.875	1.65625	-1
30	8	0.38602941176470584	2.1875	0.6875	1.59375	1.1875	1
56	9	0.875	2.875	0.8125	0.875	2.0	1
-26	-2	-0.022058823529411797	1.6875	1.5	2.8125	1.0	-1
0	4	0.0625	1.15625	2.125	1.0625	1.46875	1
4	2	0.10294117647058826	0.8125	1.3125	0.90625	1.53125	1
4	6	0.125	1.09375	1.25	0.90625	1.4375	1
13	5	0.3125	1.84375	1.46875	1.09375	1.25	1
-10	0	0.125	1.0	1.5625	1.375	1.40625	0
-19	-3	-0.0625	0.9375	1.25	1.71875	1.09375	-1
2	0	0.2536764705882353	0.8484848484848485	1.606060606060606	0.9696969696969697	1.5151515151515151	0
-14	-1	0.0	1.0909090909090908	1.4848484848484849	1.696969696969697	1.5151515151515151	0
-41	-6	-0.17647058823529416	0.9090909090909091	1.393939393939394	2.787878787878788	0.8181818181818182	1
49	8	0.6985294117647058	2.8484848484848486	0.9696969696969697	1.0303030303030303	1.9393939393939394	1
12	4	0.1764705882352941	1.5757575757575757	1.1515151515151516	0.9090909090909091	1.2424242424242424	1
-34	-6	-0.1764705882352941	0.8484848484848485	2.0	1.8484848484848484	1.4242424242424243	-1
4	-3	0.1764705882352941	1.121212121212121	1.2727272727272727	1.1818181818181819	2.121212121212121	0
-51	-9	-0.5147058823529411	0.8787878787878788	1.5454545454545454	2.1818181818181817	0.6666666666666666	-1
9	0	0.40441176470588236	1.393939393939394	1.393939393939394	0.8181818181818182	1.3333333333333333	1
24	1	0.4705882352941177	1.7575757575757576	1.0606060606060606	1.0606060606060606	1.303030303030303	1
49	7	0.7156862745098039	2.176470588235294	0.6470588235294118	0.8	1.3428571428571427	1
10	1	0.05882352941176472	0.8857142857142857	1.2	0.8529411764705882	1.5	0
-10	1	0.11764705882352941	0.8529411764705882	1.588235294117647	1.3823529411764706	1.3823529411764706	0
13	4	0.411764705882353	1.7058823529411764	1.5	1.1176470588235294	1.2941176470588236	1
-10	-7	-0.11764705882352938	1.0588235294117647	2.0	1.1764705882352942	1.5	-1
19	3	0.588235294117647	2.764705882352941	0.8235294117647058	1.7352941176470589	1.088235294117647	1
22	6	0.35294117647058826	1.911764705882353	1.3823529411764706	0.8823529411764706	1.4705882352941178	1
18	7	0.4117647058823529	1.2352941176470589	2.088235294117647	0.8529411764705882	2.0294117647058822	1
-11	5	0.0	1.088235294117647	1.2647058823529411	1.5294117647058822	1.1764705882352942	1
-6	0	0.055555555555555525	0.8	1.3428571428571427	0.8857142857142857	1.2	0
-35	-7	-0.05555555555555558	0.8285714285714286	2.0	1.6857142857142857	1.457142857142857	-1
-6	-2	0.05555555555555558	0.8571428571428571	1.457142857142857	1.0571428571428572	1.2571428571428571	1
-6	-7	0.1111111111111111	0.8571428571428571	1.5142857142857142	1.25	2.0555555555555554	-1
47	4	0.6601307189542484	2.8823529411764706	0.9411764705882353	0.8285714285714286	1.6571428571428573	1
9	3	0.3333333333333333	1.8055555555555556	1.0555555555555556	1.8857142857142857	1.4285714285714286	1
8	-2	0.16666666666666669	1.1142857142857143	1.3142857142857143	1.0857142857142856	1.9714285714285715	-1
-43	-7	-0.2647058823529411	1.3428571428571427	1.3714285714285714	2.142857142857143	0.6285714285714286	-1
-32	-6	-0.16666666666666674	1.542857142857143	1.2285714285714286	2.7714285714285714	0.8571428571428571	-1
11	5	0.22222222222222224	1.2571428571428571	1.4857142857142858	0.9705882352941176	1.588235294117647	1
-25	-2	0.055555555555555525	1.25	2.0555555555555554	1.8055555555555556	1.0555555555555556	-1
49	2	0.6666666666666666	2.75	0.8888888888888888	0.8888888888888888	1.4722222222222223	0
2	-1	0.22222222222222224	1.0277777777777777	1.25	0.8055555555555556	1.3055555555555556	-1
-11	-8	-0.16666666666666663	0.8055555555555556	1.6666666666666667	1.2777777777777777	1.4444444444444444	-1
-5	4	0.1111111111111111	0.9722222222222222	1.5277777777777777	1.0833333333333333	1.3055555555555556	1
14	6	0.2777777777777778	1.1388888888888888	1.9722222222222223	0.8611111111111112	2.0277777777777777	1
-43	-4	-0.3888888888888889	0.9166666666666666	1.1666666666666667	2.0833333333333335	0.6666666666666666	1
38	3	0.6666666666666667	2.8055555555555554	0.9722222222222222	1.3611111111111112	1.3888888888888888	0
7	3	0.16666666666666669	1.8333333333333333	1.3888888888888888	1.5	1.1944444444444444	0
20	4	0.38888888888888895	1.6666666666666667	1.4444444444444444	0.8611111111111112	1.5	0
-48	-3	-0.27777777777777785	0.9722222222222222	1.5277777777777777	2.8055555555555554	0.9722222222222222	0
2	6	0.21052631578947367	0.9459459459459459	1.135135135135135	1.3243243243243243	1.4054054054054055	1
13	-2	0.21052631578947367	1.5675675675675675	1.162162162162162	1.2162162162162162	2.108108108108108	1
10	-1	0.4210526315789474	1.7837837837837838	1.054054054054054	1.6486486486486487	1.4324324324324325	0
47	3	0.5789473684210527	2.054054054054054	0.6756756756756757	1.027027027027027	1.2432432432432432	0
-11	-1	0.21052631578947367	0.9459459459459459	2.054054054054054	1.027027027027027	1.5945945945945945	1
-35	7	-0.26315789473684215	1.2972972972972974	1.4054054054054055	2.72972972972973	1.0	1
-46	-3	-0.26315789473684215	0.7837837837837838	1.2702702702702702	2.675675675675676	0.8648648648648649	0
6	-1	0.15789473684210525	1.0810810810810811	1.2972972972972974	0.8108108108108109	1.6486486486486487	0
-21	4	-0.05263157894736842	0.8918918918918919	1.4324324324324325	1.7837837837837838	1.3783783783783783	1
-1	-8	0.10526315789473684	0.8378378378378378	1.5135135135135136	1.162162162162162	1.9189189189189189	-1
-3	-2	0.15789473684210525	1.0263157894736843	1.2105263157894737	0.9210526315789473	1.131578947368421	1
-3	1	0.1578947368421052	2.6315789473684212	0.868421052631579	2.026315789473684	0.6842105263157895	0
45	7	0.631578947368421	2.736842105263158	1.0	1.0789473684210527	1.3421052631578947	1
0	-5	0.10526315789473684	1.3421052631578947	1.394736842105263	1.2894736842105263	1.4210526315789473	1
-30	2	-0.05263157894736842	1.131578947368421	1.868421052631579	1.736842105263158	1.0263157894736843	0
14	1	0.2631578947368421	0.8421052631578947	1.631578947368421	0.9473684210526315	2.0526315789473686	1
23	0	0.4210526315789474	1.8157894736842106	1.368421052631579	0.7894736842105263	1.3157894736842106	1
0	-2	0.1578947368421053	1.631578947368421	1.4473684210526316	1.5789473684210527	1.1578947368421053	-1
-5	0	0.05263157894736842	1.0	1.5789473684210527	0.8421052631578947	1.4736842105263157	-1
1	-7	0.15789473684210525	1.2105263157894737	2.1052631578947367	0.9210526315789473	1.4210526315789473	-1
-3	-3	-1.0	0.0	1.0	1.0	0.0	-1
3	3	1.0	2.0	1.0	1.0	2.0	1
3	3	1.0	2.0	1.0	1.0	2.0	1
-3	-3	-1.0	3.0	5.0	5.0	3.0	-1
3	3	1.0	5.0	1.0	1.0	5.0	1
0	0	0.0	1.0	1.0	1.0	1.0	0
0	0	0.0	1.0	1.0	1.0	1.0	0
3	3	1.0	2.0	0.0	0.0	2.0	1
3	3	1.0	1.0	0.0	0.0	1.0	1
-3	-3	-1.0	0.0	1.0	1.0	0.0	-1
-3	-3	-1.0	3.0	2.5	1.5	0.5	-1
-3	-3	-1.0	1.0	2.0	1.0	1.0	-1
0	0	0.0	1.0	0.5	1.5	1.0	0
3	3	1.0	1.5	3.0	0.5	1.5	1
2	2	1.0	1.5	1.5	1.0	1.5	1
-3	-3	0.0	0.5	1.0	1.5	1.0	0
-6	-6	-1.0	0.5	2.0	3.5	1.0	-1
-2	-2	0.0	2.0	2.0	2.5	1.5	0
4	4	1.0	2.5	0.5	1.5	4.5	1
5	5	1.0	1.5	0.0	0.5	1.5	1
3	3	0.5	1.0	1.0	0.3333333333333333	2.0	1
1	1	0.5	2.0	1.3333333333333333	1.25	2.0	0
4	4	1.0	1.3333333333333333	0.6666666666666666	1.0	2.3333333333333335	1
-4	-4	-1.0	0.6666666666666666	1.0	1.0	0.3333333333333333	-1
-3	-3	0.0	1.6666666666666667	3.0	1.0	0.6666666666666666	1
10	10	1.0	3.0	0.75	1.3333333333333333	1.6666666666666667	1
4	4	0.5	1.3333333333333333	1.6666666666666667	1.3333333333333333	2.3333333333333335	1
3	3	0.5	1.6666666666666667	1.0	0.3333333333333333	1.6666666666666667	1
2	2	0.5	1.0	0.3333333333333333	1.0	0.6666666666666666	0
-8	-8	-0.5	1.25	2.0	3.0	0.75	-1
6	6	0.5	1.5	0.5	1.25	2.0	1
4	4	1.0	1.0	0.5	1.25	1.0	1
2	2	0.5	1.5	1.5	1.0	1.25	1
0	0	0.5	3.0	1.3333333333333333	1.5	1.25	1
-3	-3	0.0	1.75	2.5	2.0	3.0	0
-4	-4	0.0	0.4	1.6	1.75	1.25	0
-7	-7	0.0	0.5	1.75	1.25	0.75	0
3	3	0.5	1.25	1.75	0.5	1.25	1
0	0	-0.5	0.75	0.75	2.3333333333333335	1.6666666666666667	-1
13	13	1.0	2.8	0.6	0.4	1.6	1
8	8	0.3333333333333333	2.0	1.8	1.4	2.2	1
2	2	0.6666666666666666	1.2	1.2	1.2	2.0	1
5	5	0.3333333333333333	1.0	1.2	0.6	2.0	1
-6	-6	-0.3333333333333333	1.6	2.4	1.2	0.4	0
7	7	0.6666666666666667	3.0	1.4	0.8	1.0	1
1	1	0.6666666666666666	1.4	1.8	1.2	1.8	1
6	6	1.0	1.4	0.6	1.2	1.6	1
-5	-5	0.0	1.4	1.4	1.2	0.4	-1
0	0	0.0	1.2	1.4	1.4	0.8	-1
-4	-4	-0.16666666666666669	2.0	1.8	3.0	1.4	-1
5	4	0.0	1.6666666666666667	0.3333333333333333	1.6666666666666667	2.1666666666666665	1
-7	-5	-0.33333333333333337	1.3333333333333333	0.8333333333333334	2.8333333333333335	0.8333333333333334	-1
4	1	1.0	1.3333333333333333	1.5	1.3333333333333333	2.3333333333333335	1
2	3	0.3333333333333333	1.3333333333333333	1.3333333333333333	0.8333333333333334	1.3333333333333333	1
-15	-11	-0.6666666666666666	1.1666666666666667	2.0	2.6666666666666665	1.1666666666666667	-1
-1	-2	0.3333333333333333	0.6666666666666666	1.5	1.1666666666666667	1.3333333333333333	1
-3	-2	0.3333333333333333	1.1666666666666667	1.6666666666666667	1.1666666666666667	2.1666666666666665	1
4	7	0.6666666666666666	2.0	0.8333333333333334	1.3333333333333333	2.0	1
2	2	0.3333333333333333	1.6666666666666667	1.0	1.1666666666666667	2.1666666666666665	1
-4	-3	0.6666666666666666	1.1666666666666667	1.6666666666666667	1.1666666666666667	0.6666666666666666	1
-2	0	0.5	1.2857142857142858	1.1428571428571428	1.1428571428571428	1.0	1
3	3	0.5	1.7142857142857142	1.8571428571428572	1.1428571428571428	1.5714285714285714	1
8	2	0.5	1.5714285714285714	1.0	1.1428571428571428	1.8571428571428572	0
4	2	0.5	1.2857142857142858	2.0	1.2857142857142858	2.0	1
-4	-3	0.0	0.7142857142857143	1.2857142857142858	1.1428571428571428	1.4285714285714286	-1
4	1	0.5	1.2857142857142858	2.0	1.0	1.5714285714285714	1
5	8	0.5	2.5714285714285716	1.1428571428571428	1.5714285714285714	0.5714285714285714	1
8	0	0.5	2.7142857142857144	1.0	2.0	1.0	0
2	0	0.75	1.1428571428571428	1.8571428571428572	1.1428571428571428	1.2857142857142858	1
3	-3	0.5	1.1428571428571428	0.8571428571428571	0.8571428571428571	1.4285714285714286	-1
-16	-7	-0.75	1.625	2.375	3.0	1.375	-1
7	3	0.5	1.625	0.625	1.5	1.125	1
5	4	0.75	2.0	0.875	1.125	1.25	1
3	2	0.75	1.375	1.375	1.375	2.125	1
-5	1	0.0	1.375	1.875	1.375	2.125	1
-3	-3	0.25	1.0	1.375	1.125	1.625	-1
-1	0	-0.25	0.875	1.5	0.875	1.25	-1
-8	-3	-0.25	0.875	1.375	1.5	1.625	0
-13	-12	0.0	1.0	1.5	2.375	1.0	-1
3	3	0.75	1.375	1.125	1.25	1.125	1
5	1	0.6	1.4444444444444444	1.4444444444444444	1.2222222222222223	1.3333333333333333	1
3	3	0.6	1.1111111111111112	1.2222222222222223	1.5555555555555556	2.2222222222222223	0
-12	-2	-0.2	1.2222222222222223	1.6666666666666667	1.4444444444444444	0.5555555555555556	0
-15	-7	-0.6	1.2222222222222223	2.4444444444444446	3.2222222222222223	1.2222222222222223	-1
-5	-6	0.0	1.3333333333333333	2.111111111111111	1.1111111111111112	1.3333333333333333	-1
20	8	1.0	2.4444444444444446	1.0	0.8888888888888888	1.5555555555555556	1
8	3	0.6000000000000001	1.3333333333333333	1.5555555555555556	0.8888888888888888	1.6666666666666667	1
-6	-10	0.19999999999999996	1.1111111111111112	1.5555555555555556	2.3333333333333335	0.7777777777777778	-1
-2	3	0.2	1.0	1.2222222222222223	1.3333333333333333	1.2222222222222223	1
1	1	0.4	1.5555555555555556	1.2222222222222223	1.1111111111111112	1.5555555555555556	0
18	6	0.8	3.2	1.2	1.1	1.4	1
5	-2	0.19999999999999996	1.4	0.7	1.3	2.3	-1
8	4	0.4	2.5	0.7	0.9	1.5	1
-11	-3	0.20000000000000007	1.3	1.2	2.2	1.1	1
-3	-3	0.0	0.9	1.7	1.4	2.0	-1
-1	4	0.4	1.5	2.0	1.0	1.5	1
-9	-4	-0.2	0.8	1.5	1.5	1.1	-1
-2	-6	0.39999999999999997	1.2	1.1	1.2	1.4	0
1	-7	0.39999999999999997	1.0	1.5	1.2	1.5	-1
-6	-4	-0.19999999999999996	1.2	1.6	1.7	1.5	-1
8	4	0.16666666666666669	1.6363636363636365	1.5454545454545454	1.0	1.6363636363636365	-1
1	3	0.0	1.0909090909090908	1.6363636363636365	1.0	1.3636363636363635	-1
5	0	0.33333333333333337	1.3636363636363635	0.8181818181818182	1.0909090909090908	1.4545454545454546	-1
6	5	0.5	1.4545454545454546	2.272727272727273	1.1818181818181819	1.5454545454545454	1
5	5	0.5	1.2727272727272727	1.6363636363636365	1.6363636363636365	2.272727272727273	1
-1	2	0.33333333333333337	1.4545454545454546	1.9090909090909092	1.1818181818181819	1.1818181818181819	1
15	6	0.6666666666666667	2.1818181818181817	1.0	1.0909090909090908	1.6363636363636365	1
-6	-5	0.16666666666666663	1.1818181818181819	1.4545454545454546	2.4545454545454546	0.7272727272727273	-1
-20	-12	-0.5	1.0909090909090908	1.7272727272727273	3.272727272727273	1.2727272727272727	-1
0	-2	0.3333333333333333	1.4545454545454546	1.0909090909090908	1.2727272727272727	1.1818181818181819	0
19	6	0.5	3.25	1.25	1.25	1.75	1
-10	2	-0.16666666666666666	0.9166666666666666	1.25	1.25	0.75	0
12	6	0.6666666666666667	2.6666666666666665	0.75	1.4166666666666667	2.1666666666666665	1
9	3	0.6666666666666667	1.3333333333333333	1.1666666666666667	1.0833333333333333	1.6666666666666667	1
-1	1	0.5	1.1666666666666667	1.5	1.0833333333333333	1.6666666666666667	0
1	1	0.16666666666666669	1.1666666666666667	1.5833333333333333	1.4166666666666667	1.1666666666666667	1
-20	-6	-0.5	0.9166666666666666	1.5833333333333333	2.0833333333333335	0.9166666666666666	-1
-10	-3	0.0	1.5	2.25	1.25	1.3333333333333333	-1
-1	-2	0.16666666666666663	1.5	1.1666666666666667	1.5833333333333333	1.8333333333333333	1
0	1	0.3333333333333333	1.3333333333333333	1.3333333333333333	1.3333333333333333	2.4166666666666665	1
7	2	0.42857142857142855	1.2307692307692308	1.2307692307692308	0.8461538461538461	1.1538461538461537	0
-4	-3	0.14285714285714285	1.5384615384615385	1.6923076923076923	2.4615384615384617	0.7692307692307693	1
4	-3	0.5714285714285714	1.4615384615384615	0.6923076923076923	1.2307692307692308	1.3846153846153846	1
7	4	0.14285714285714285	1.3846153846153846	1.0769230769230769	0.8461538461538461	1.5384615384615385	1
7	8	0.5714285714285714	1.3846153846153846	2.230769230769231	1.0	1.6923076923076923	1
4	3	0.42857142857142855	1.3846153846153846	2.076923076923077	1.4615384615384615	2.1538461538461537	0
16	5	0.8571428571428572	2.230769230769231	0.8461538461538461	1.3846153846153846	1.3846153846153846	1
-10	-3	-0.2857142857142857	1.0	1.6923076923076923	1.2307692307692308	1.4615384615384615	-1
-17	-8	-0.4285714285714286	1.1538461538461537	1.5384615384615385	3.3076923076923075	1.1538461538461537	-1
1	-1	0.2857142857142857	1.1538461538461537	1.6923076923076923	1.1538461538461537	1.3846153846153846	-1
-6	2	0.0	0.8571428571428571	1.0714285714285714	1.2857142857142858	2.142857142857143	1
25	8	0.7142857142857142	3.4285714285714284	1.1428571428571428	1.3571428571428572	2.2857142857142856	1
0	5	0.2857142857142857	1.2142857142857142	1.3571428571428572	1.3571428571428572	0.7142857142857143	1
-5	0	0.2857142857142857	2.4285714285714284	0.7142857142857143	2.0714285714285716	0.9285714285714286	1
-2	-6	0.4285714285714286	1.2857142857142858	1.6428571428571428	1.5	1.2857142857142858	-1
-6	1	0.14285714285714285	1.1428571428571428	1.3571428571428572	1.1428571428571428	1.5	0
2	3	0.0	0.7857142857142857	1.4285714285714286	0.9285714285714286	1.5714285714285714	0
-14	-5	-0.2857142857142857	1.5	2.2142857142857144	1.6428571428571428	1.7142857142857142	-1
-3	-2	0.14285714285714285	1.0	1.6428571428571428	1.1428571428571428	1.6428571428571428	0
-3	-4	0.14285714285714285	1.3571428571428572	1.4285714285714286	1.4285714285714286	1.0714285714285714	-1
-8	-2	0.0	1.0	1.6	1.4	1.4666666666666666	0
13	6	0.375	1.5333333333333334	0.6666666666666666	0.7333333333333333	1.6	1
-8	-1	0.125	0.8	1.0666666666666667	1.2666666666666666	1.5333333333333334	-1
-2	-2	0.125	1.4666666666666666	1.2666666666666666	1.2	1.3333333333333333	0
-11	-3	-0.125	1.4666666666666666	1.2	2.466666666666667	0.8	-1
3	-1	0.375	1.3333333333333333	2.1333333333333333	1.0666666666666667	1.3333333333333333	1
26	8	1.0	2.3333333333333335	0.8666666666666667	1.4	2.466666666666667	1
-18	-6	-0.5	1.6	1.7333333333333334	3.3333333333333335	1.1333333333333333	-1
11	5	0.625	1.3333333333333333	1.4	0.9333333333333333	1.8	1
0	-1	0.125	1.2	2.1333333333333333	1.2	1.5333333333333334	-1
10	3	0.375	1.1875	1.3125	0.8125	1.0625	0
-9	-4	-0.125	0.6875	1.5	1.375	1.1875	0
-8	-6	0.125	0.875	1.75	1.3125	2.0	-1
-9	-8	0.125	1.3125	1.5	1.5625	0.625	-1
9	6	0.375	3.375	1.125	2.25	1.0625	1
21	4	0.625	2.4375	0.875	1.0625	1.625	0
-1	-3	0.25	1.1875	1.5	1.1875	2.0	-1
-8	-3	0.0	1.125	1.5	1.3125	1.3125	-1
-13	-5	-0.25	1.0	1.3125	1.5625	1.625	-1
-10	-5	-0.125	1.3125	2.3125	1.375	1.125	0
3	5	0.2222222222222222	1.1176470588235294	1.5294117647058822	1.2352941176470589	2.2941176470588234	1
6	7	0.4444444444444445	1.411764705882353	1.1764705882352942	1.2941176470588236	1.5294117647058822	1
-2	-1	0.22222222222222227	1.2941176470588236	1.8823529411764706	1.2352941176470589	1.411764705882353	1
25	5	0.8888888888888888	2.176470588235294	1.0	0.9411764705882353	1.2941176470588236	1
0	1	0.3333333333333333	1.3529411764705883	1.5294117647058822	1.2352941176470589	1.4705882352941178	1
-1	-1	0.0	1.2352941176470589	2.0	1.1764705882352942	1.411764705882353	-1
12	2	0.3333333333333333	1.5294117647058822	1.6470588235294117	0.9411764705882353	1.7058823529411764	-1
-2	2	0.2222222222222222	1.6470588235294117	0.7058823529411765	2.411764705882353	1.0	1
-2	-1	-0.1111111111111111	0.8235294117647058	1.1176470588235294	0.7647058823529411	1.4705882352941178	-1
-27	-8	-0.6666666666666667	1.3529411764705883	1.2352941176470589	3.3529411764705883	1.1176470588235294	-1
-9	0	-0.3333333333333333	1.1666666666666667	1.4444444444444444	1.5555555555555556	1.6111111111111112	-1
-11	-5	-0.1111111111111111	0.7777777777777778	1.5	1.3888888888888888	1.5	-1
-16	-5	0.0	1.2222222222222223	2.1666666666666665	1.5555555555555556	0.7222222222222222	1
9	3	0.4444444444444444	1.3333333333333333	1.3888888888888888	1.2222222222222223	2.0555555555555554	1
8	3	0.4444444444444445	1.2777777777777777	1.4444444444444444	0.7777777777777778	1.1111111111111112	1
37	7	0.7777777777777777	3.388888888888889	1.0555555555555556	1.0555555555555556	1.6666666666666667	1
-4	2	0.1111111111111111	1.0555555555555556	1.2777777777777777	1.3333333333333333	1.3333333333333333	1
-24	-3	-0.1111111111111111	0.9444444444444444	1.6666666666666667	2.111111111111111	1.0	0
11	2	0.5555555555555556	2.5	1.1111111111111112	1.5	1.3333333333333333	1
4	7	0.3	1.3888888888888888	1.8333333333333333	1.2222222222222223	1.5555555555555556	1
-10	-9	-0.0444444444444444	1.2105263157894737	2.0526315789473686	1.4210526315789473	1.7894736842105263	-1
0	4	0.19999999999999998	1.0526315789473684	1.5789473684210527	1.0	1.263157894736842	1
-22	-3	-0.2	0.7368421052631579	1.0526315789473684	2.3684210526315788	1.0526315789473684	0
8	6	0.6	1.4210526315789473	1.4210526315789473	1.2105263157894737	1.4736842105263157	1
8	0	0.30000000000000004	1.4210526315789473	1.3157894736842106	0.9473684210526315	1.736842105263158	1
22	4	0.6	2.1052631578947367	0.9473684210526315	1.105263157894737	1.4736842105263157	1
4	3	0.2	1.5789473684210527	1.5263157894736843	1.263157894736842	1.4210526315789473	1
-24	-6	-0.4	1.5263157894736843	0.8421052631578947	3.3684210526315788	1.0526315789473684	-1
10	0	0.5	1.4736842105263157	1.3157894736842106	1.2105263157894737	2.1052631578947367	0
8	-3	0.14444444444444443	1.263157894736842	1.5789473684210527	0.8421052631578947	1.5263157894736843	0
4	5	0.2727272727272727	1.15	1.6	1.0	1.8	1
3	-2	0.3090909090909091	1.25	1.55	1.2	1.45	0
-11	-2	-0.2	0.9	1.45	1.35	1.8	1
13	0	0.4545454545454545	1.5	0.85	1.0	1.25	0
-26	-2	-0.36363636363636365	1.55	1.35	3.3	1.15	1
17	7	0.7272727272727273	2.1	0.9	1.2	1.45	1
2	0	0.2727272727272727	0.8	1.05	1.2	2.1	1
-10	2	0.18181818181818182	1.35	1.6	2.5	1.0	-1
6	3	0.09090909090909088	1.45	1.25	1.05	1.5	1
13	6	0.2545454545454545	1.55	1.5	1.2	2.0	0
-10	0	0.2	1.0	1.2380952380952381	1.5238095238095237	1.3333333333333333	0
-17	-5	0.0	1.2380952380952381	2.142857142857143	1.4285714285714286	1.619047619047619	-1
5	0	0.39999999999999997	1.2380952380952381	1.4285714285714286	1.4285714285714286	1.2857142857142858	1
1	-6	0.19999999999999998	1.0	1.4285714285714286	1.0952380952380953	1.5238095238095237	0
-22	-3	0.05454545454545451	1.2857142857142858	1.9047619047619047	2.0	1.0	1
40	5	0.8	3.380952380952381	1.1428571428571428	0.8095238095238095	1.2380952380952381	1
-18	-3	-0.10000000000000003	1.0476190476190477	1.8571428571428572	1.5714285714285714	0.9047619047619048	-1
17	8	0.5272727272727273	2.5714285714285716	0.9523809523809523	1.1904761904761905	1.6666666666666667	1
-1	2	0.036363636363636376	1.4285714285714286	1.7142857142857142	1.4761904761904763	1.5714285714285714	1
6	3	0.32727272727272727	1.2857142857142858	1.380952380952381	0.8571428571428571	1.5238095238095237	1
3	2	0.23484848484848486	1.4545454545454546	1.3181818181818181	1.3181818181818181	1.9090909090909092	0
-8	7	0.16666666666666669	1.1818181818181819	1.5454545454545454	1.2727272727272727	1.5	1
13	4	0.45454545454545453	1.2727272727272727	1.6363636363636365	1.2272727272727273	2.1818181818181817	1
-20	0	-0.14393939393939398	0.8636363636363636	1.4545454545454546	2.4545454545454546	0.9545454545454546	1
1	5	0.25	0.8181818181818182	1.1818181818181819	0.9545454545454546	1.2272727272727273	1
15	5	0.4545454545454546	1.9545454545454546	0.9545454545454546	1.4090909090909092	1.5454545454545454	1
12	3	0.16666666666666669	1.5454545454545454	0.9090909090909091	1.0	1.4090909090909092	0
-5	1	0.2727272727272727	1.3181818181818181	1.3636363636363635	1.4090909090909092	1.7272727272727273	1
16	8	0.5	1.5909090909090908	1.2727272727272727	1.0	1.9090909090909092	1
-25	0	-0.25	1.4090909090909092	1.5909090909090908	3.272727272727273	1.1363636363636365	0
-17	-5	0.0	0.9130434782608695	1.2173913043478262	1.391304347826087	1.5217391304347827	-1
-10	-9	-0.06060606060606061	1.173913043478261	2.217391304347826	0.9565217391304348	1.391304347826087	-1
-6	-5	0.18181818181818182	1.2608695652173914	1.5217391304347827	1.565217391304348	0.9130434782608695	-1
-4	-6	0.1818181818181818	1.0	1.8695652173913044	0.8260869565217391	1.173913043478261	0
17	2	0.7348484848484849	2.5217391304347827	0.9565217391304348	1.3043478260869565	1.4782608695652173	1
-2	-5	0.23484848484848486	1.2608695652173914	2.0	1.3043478260869565	1.4782608695652173	-1
33	3	0.6590909090909091	3.391304347826087	1.1304347826086956	1.2608695652173914	1.826086956521739	1
-13	0	0.303030303030303	1.434782608695652	1.6956521739130435	1.9130434782608696	1.0	1
-12	-8	0.0	1.0	1.434782608695652	1.608695652173913	1.2608695652173914	-1
6	-3	0.14393939393939398	1.3478260869565217	1.4782608695652173	1.391304347826087	1.2608695652173914	0
16	9	0.6666666666666666	1.375	1.4583333333333333	1.1666666666666667	2.25	1
12	5	0.4230769230769231	1.3333333333333333	1.7916666666666667	0.9166666666666666	1.2916666666666667	1
-39	-4	-0.5961538461538461	0.9583333333333334	1.4166666666666667	3.3333333333333335	1.125	-1
16	6	0.3717948717948718	1.5416666666666667	0.875	1.2083333333333333	1.9583333333333333	1
1	5	0.07692307692307693	0.8333333333333334	1.125	0.9583333333333334	1.4166666666666667	1
-5	9	-0.038461538461538436	1.2916666666666667	1.4166666666666667	1.2916666666666667	1.4583333333333333	1
12	3	0.5	2.5	0.9166666666666666	1.375	1.7083333333333333	1
3	4	0.30769230769230765	1.5833333333333333	1.25	1.25	1.5	0
22	9	0.5384615384615385	1.4166666666666667	1.4583333333333333	0.9583333333333334	1.875	1
-23	-4	-0.03205128205128205	1.3333333333333333	1.3333333333333333	1.9583333333333333	0.9583333333333334	-1
-14	-9	0.05128205128205132	1.2	2.0	1.64	1.24	-1
36	4	0.8397435897435896	3.28	1.12	1.36	1.48	1
-36	-9	-0.21153846153846156	1.16	2.24	2.48	0.92	-1
-17	-8	-0.05769230769230771	0.96	1.92	1.4	1.76	-1
-16	-6	-0.08333333333333331	1.0	1.44	1.44	1.48	0
25	0	0.8333333333333334	1.92	0.92	1.24	1.4	1
-3	-3	0.04487179487179488	1.36	1.4	1.48	0.96	1
